idx,score,length,gc,frac_a,frac_t,frac_c,frac_g,entropy_bits,cpg_density,longest_run,runs_ge_5,mean_unpair_prob
8241,0.9859469532966614,100,0.67,0.1,0.23,0.56,0.11,1.6385878959905147,0.07,5,2,nan
8245,0.9841694831848145,100,0.68,0.17,0.15,0.42,0.26,1.8760662731371258,0.11,4,0,nan
8249,0.9887655377388,100,0.7,0.19,0.11,0.34,0.36,1.8653021176259932,0.13,4,0,nan
8254,0.9967917203903198,100,0.69,0.11,0.2,0.56,0.13,1.6657571730365492,0.07,5,1,nan
8255,0.9953488111495972,100,0.72,0.14,0.14,0.29,0.43,1.8356884784896979,0.12,4,0,nan
8259,0.9805846214294434,100,0.68,0.14,0.18,0.22,0.46,1.8383265445406125,0.05,4,0,nan
8260,0.9967772364616394,100,0.59,0.15,0.26,0.34,0.25,1.9450068602479664,0.05,5,1,nan
8261,0.9958081841468811,100,0.62,0.27,0.11,0.26,0.36,1.896211758904569,0.11,4,0,nan
8264,0.9995046257972717,100,0.65,0.1,0.25,0.39,0.26,1.8672781407693464,0.04,4,0,nan
8268,0.9973068833351135,100,0.78,0.14,0.08,0.27,0.51,1.694069950697061,0.1,5,1,nan
8271,0.9989687204360962,100,0.78,0.09,0.13,0.26,0.52,1.6911627961365228,0.12,5,5,nan
8274,0.9955125451087952,100,0.64,0.17,0.19,0.37,0.27,1.930563908341038,0.07,3,0,nan
8280,0.992375910282135,100,0.83,0.09,0.08,0.34,0.49,1.6376177500033493,0.17,6,3,nan
8281,0.9990429878234863,100,0.64,0.1,0.26,0.51,0.13,1.7155549658054998,0.05,4,0,nan
8288,0.9969169497489929,100,0.74,0.17,0.09,0.39,0.35,1.807138335345344,0.11,4,0,nan
8291,0.9854240417480469,100,0.62,0.21,0.17,0.33,0.29,1.9531363000033417,0.11,3,0,nan
8294,0.9657838940620422,100,0.8,0.13,0.07,0.32,0.48,1.6855021815261955,0.11,6,1,nan
8296,0.9996379613876343,100,0.65,0.18,0.17,0.25,0.4,1.9086657211039246,0.07,5,1,nan
8300,0.9986609816551208,100,0.61,0.18,0.21,0.38,0.23,1.9362513257298934,0.08,4,0,nan
8304,0.9863889813423157,100,0.64,0.22,0.14,0.15,0.49,1.7925101316287249,0.02,4,0,nan
8305,0.9993656873703003,100,0.76,0.12,0.12,0.57,0.19,1.6516116539734633,0.1,5,1,nan
8311,0.9961853623390198,100,0.61,0.22,0.17,0.22,0.39,1.9255307292054793,0.06,5,1,nan
8312,0.9855428338050842,100,0.62,0.19,0.19,0.44,0.18,1.8769073222061352,0.08,5,2,nan
8316,0.9973187446594238,100,0.58,0.19,0.23,0.33,0.25,1.9707166054953595,0.03,5,1,nan
8319,0.9988901615142822,100,0.67,0.18,0.15,0.29,0.38,1.9042091564782722,0.06,6,1,nan
8322,0.9949933290481567,100,0.69,0.16,0.15,0.28,0.41,1.8751669003639035,0.12,4,0,nan
8325,0.9511040449142456,100,0.78,0.15,0.07,0.37,0.41,1.7372136887132887,0.16,5,1,nan
8326,0.9994111061096191,100,0.64,0.17,0.19,0.23,0.41,1.9048657074213584,0.07,4,0,nan
8327,0.9968839883804321,100,0.72,0.13,0.15,0.52,0.2,1.7481511646642645,0.07,4,0,nan
8329,0.9657368063926697,100,0.65,0.22,0.13,0.36,0.29,1.9117365812099487,0.08,5,1,nan
8331,0.9962312579154968,100,0.53,0.25,0.22,0.32,0.21,1.9794305274472983,0.04,5,1,nan
8337,0.9973664283752441,100,0.71,0.16,0.13,0.34,0.37,1.865563915108556,0.13,3,0,nan
8338,0.9992200136184692,100,0.64,0.09,0.27,0.34,0.3,1.8729387693531092,0.06,5,1,nan
8339,0.9968482255935669,100,0.69,0.11,0.2,0.48,0.21,1.795764433617455,0.1,5,1,nan
8342,0.9997063279151917,100,0.65,0.18,0.17,0.27,0.38,1.9203689258098517,0.11,4,0,nan
8345,0.9998752474784851,100,0.74,0.14,0.12,0.39,0.35,1.8240750793131064,0.11,4,0,nan
8346,0.994825005531311,100,0.74,0.16,0.1,0.25,0.49,1.7594915092258554,0.12,5,1,nan
8347,0.9984380602836609,100,0.62,0.21,0.17,0.3,0.32,1.9545336692960715,0.03,6,1,nan
8348,0.9960092306137085,100,0.67,0.17,0.16,0.43,0.24,1.8753026620671873,0.09,4,0,nan
8350,0.9790340662002563,100,0.63,0.15,0.22,0.36,0.27,1.9317550182298724,0.12,4,0,nan
8351,0.9995396733283997,100,0.69,0.13,0.18,0.45,0.24,1.8404876326353354,0.1,4,0,nan
8354,0.994234561920166,100,0.77,0.07,0.16,0.42,0.35,1.747318971732875,0.1,6,2,nan
8362,0.9947211742401123,100,0.6,0.16,0.24,0.34,0.26,1.951613496859848,0.06,6,1,nan
8364,0.9912516474723816,100,0.74,0.14,0.12,0.42,0.32,1.815857683033042,0.15,4,0,nan
8369,0.9961153268814087,100,0.63,0.19,0.18,0.28,0.35,1.94485502785396,0.09,4,0,nan
8374,0.9863287210464478,100,0.73,0.13,0.14,0.32,0.41,1.8331730154349035,0.14,5,1,nan
8379,0.9716043472290039,100,0.73,0.18,0.09,0.55,0.18,1.6776420966871213,0.05,6,2,nan
8382,0.999578595161438,100,0.73,0.16,0.11,0.27,0.46,1.7986605863542595,0.12,4,0,nan
8384,0.957858681678772,100,0.55,0.25,0.2,0.31,0.24,1.982314666960562,0.03,5,1,nan
8387,0.9931953549385071,100,0.68,0.17,0.15,0.32,0.36,1.9017809169016568,0.11,4,0,nan
8389,0.9888280630111694,100,0.8,0.12,0.08,0.53,0.27,1.654043223185554,0.05,6,1,nan
8390,0.9946228861808777,100,0.77,0.06,0.17,0.43,0.34,1.7308585461718802,0.17,4,0,nan
8393,0.9926308393478394,100,0.67,0.13,0.2,0.35,0.32,1.9031643515081718,0.08,5,1,nan
8395,0.9601953625679016,100,0.68,0.1,0.22,0.41,0.27,1.8501724767082324,0.06,4,0,nan
8401,0.9642645120620728,100,0.69,0.16,0.15,0.31,0.38,1.887809289104953,0.1,4,0,nan
8406,0.9994276762008667,100,0.72,0.16,0.12,0.22,0.5,1.770657638700618,0.05,5,2,nan
8407,0.9916888475418091,100,0.69,0.11,0.2,0.22,0.47,1.8072013763584547,0.08,5,2,nan
8410,0.9890391230583191,100,0.65,0.11,0.24,0.53,0.12,1.69693437054651,0.02,7,1,nan
8416,0.9980570673942566,100,0.61,0.19,0.2,0.35,0.26,1.9550009605955487,0.06,4,0,nan
8419,0.9940978288650513,100,0.68,0.11,0.21,0.31,0.37,1.8776334514384394,0.13,4,0,nan
8420,0.9839562177658081,100,0.79,0.08,0.13,0.37,0.42,1.7305279635665922,0.13,4,0,nan
8421,0.9992419481277466,100,0.68,0.21,0.11,0.39,0.29,1.8708106989978095,0.07,4,0,nan
8423,0.9737663865089417,100,0.78,0.13,0.09,0.32,0.46,1.7366672765003486,0.16,5,3,nan
8424,0.9893933534622192,100,0.59,0.14,0.27,0.35,0.24,1.931366818998708,0.07,5,1,nan
8426,0.9937527775764465,100,0.76,0.12,0.12,0.3,0.46,1.7705595111328656,0.15,4,0,nan
8431,0.9964609146118164,100,0.66,0.14,0.2,0.42,0.24,1.8812765639690308,0.04,4,0,nan
8432,0.9702622890472412,100,0.72,0.12,0.16,0.22,0.5,1.770657638700618,0.06,5,2,nan
8445,0.9564141035079956,100,0.83,0.12,0.05,0.43,0.4,1.635499202466971,0.22,4,0,nan
8448,0.9970914125442505,100,0.64,0.19,0.17,0.32,0.32,1.9418812792078857,0.07,3,0,nan
8450,0.9654580950737,100,0.69,0.14,0.17,0.36,0.33,1.8901347577665804,0.08,4,0,nan
8462,0.9991773962974548,100,0.59,0.24,0.17,0.28,0.31,1.966736272193029,0.06,4,0,nan
8465,0.9992467761039734,100,0.71,0.11,0.18,0.37,0.34,1.8554971001571792,0.18,4,0,nan
8473,0.9960158467292786,100,0.68,0.19,0.13,0.37,0.31,1.8923941973594585,0.14,4,0,nan
8484,0.9976551532745361,100,0.74,0.16,0.1,0.22,0.52,1.7263597707524152,0.08,4,0,nan
8487,0.9762967824935913,100,0.65,0.22,0.13,0.23,0.42,1.8765315028559852,0.07,5,1,nan
8490,0.9926337003707886,100,0.84,0.08,0.08,0.33,0.51,1.6062692059809722,0.16,5,2,nan
8491,0.9848136305809021,100,0.79,0.1,0.11,0.38,0.41,1.7403171252339087,0.1,5,2,nan
8493,0.9988521933555603,100,0.77,0.11,0.12,0.44,0.33,1.7663232400493827,0.14,4,0,nan
8494,0.9885938167572021,100,0.59,0.18,0.23,0.33,0.26,1.966086053517022,0.06,4,0,nan
8496,0.9978788495063782,100,0.64,0.08,0.28,0.42,0.22,1.8119485379313107,0.04,4,0,nan
8499,0.9919622540473938,100,0.75,0.08,0.17,0.51,0.24,1.7156595821836267,0.1,4,0,nan
8506,0.999489963054657,100,0.68,0.17,0.15,0.47,0.21,1.82991049834886,0.07,5,2,nan
8507,0.9772729277610779,100,0.68,0.17,0.15,0.19,0.49,1.804639866250156,0.08,5,3,nan
8520,0.9679717421531677,100,0.61,0.19,0.2,0.46,0.15,1.8454922541154672,0.02,4,0,nan
8521,0.9989611506462097,100,0.66,0.08,0.26,0.36,0.3,1.8485016838562527,0.1,4,0,nan
8522,0.9847734570503235,100,0.7,0.18,0.12,0.28,0.42,1.8522414936853613,0.13,4,0,nan
8526,0.9992226958274841,100,0.75,0.1,0.15,0.37,0.38,1.8039195905534366,0.16,5,2,nan
8528,0.9920938014984131,100,0.76,0.1,0.14,0.32,0.44,1.776483778997513,0.19,4,0,nan
8529,0.9992935657501221,100,0.74,0.1,0.16,0.45,0.29,1.791514998350639,0.14,4,0,nan
8537,0.9881025552749634,100,0.65,0.23,0.12,0.41,0.24,1.876254117728581,0.1,4,0,nan
8541,0.9983377456665039,100,0.62,0.13,0.25,0.39,0.23,1.9001088637233117,0.06,5,1,nan
8545,0.9987858533859253,100,0.66,0.09,0.25,0.5,0.16,1.7356707973138732,0.04,4,0,nan
8550,0.9994953870773315,100,0.69,0.11,0.2,0.44,0.25,1.8358191331030578,0.06,4,0,nan
8552,0.9993268251419067,100,0.89,0.08,0.03,0.51,0.38,1.4691579352390647,0.17,5,3,nan
8554,0.9933037161827087,100,0.61,0.21,0.18,0.19,0.42,1.8990034856102085,0.07,5,2,nan
8562,0.9905421137809753,100,0.63,0.22,0.15,0.36,0.27,1.9317550182298724,0.11,4,0,nan
8563,0.9907166957855225,100,0.7,0.14,0.16,0.54,0.16,1.7231872495183873,0.03,5,1,nan
8567,0.9868298768997192,100,0.61,0.25,0.14,0.26,0.35,1.932499070595557,0.06,3,0,nan
8568,0.9588654041290283,100,0.68,0.17,0.15,0.41,0.27,1.8825379699433384,0.1,3,0,nan
8571,0.9837325811386108,100,0.59,0.14,0.27,0.26,0.33,1.94024248899755,0.05,4,0,nan
8575,0.9989234209060669,100,0.76,0.15,0.09,0.25,0.51,1.7186283784544947,0.11,5,1,nan
8577,0.9991948008537292,100,0.63,0.18,0.19,0.3,0.33,1.949446223889982,0.07,5,2,nan
8578,0.989346981048584,100,0.57,0.24,0.19,0.36,0.21,1.9527993027445938,0.03,5,1,nan
8583,0.9554994106292725,100,0.67,0.12,0.21,0.43,0.24,1.8575891862096667,0.12,4,0,nan
8585,0.9784929752349854,100,0.93,0.03,0.04,0.61,0.32,1.2985575388397295,0.21,6,3,nan
8590,0.9783896207809448,100,0.55,0.2,0.25,0.3,0.25,1.9854752972273344,0.06,4,0,nan
8591,0.9728765487670898,100,0.56,0.3,0.14,0.15,0.41,1.8561294107694124,0.01,5,1,nan
8593,0.9990061521530151,100,0.8,0.13,0.07,0.36,0.44,1.702961269152707,0.17,6,2,nan
8594,0.9984835386276245,100,0.66,0.21,0.13,0.27,0.39,1.8952858766924296,0.11,4,0,nan
8599,0.977805495262146,100,0.78,0.11,0.11,0.38,0.4,1.7597975406110118,0.14,5,2,nan
8603,0.9991600513458252,100,0.62,0.22,0.16,0.31,0.31,1.9511795212346565,0.06,4,0,nan
8607,0.9825723767280579,100,0.54,0.14,0.32,0.34,0.2,1.9167035156840724,0.05,4,0,nan
8608,0.9997414946556091,100,0.77,0.11,0.12,0.33,0.44,1.766323240049383,0.15,4,0,nan
8609,0.9753081798553467,100,0.64,0.3,0.06,0.36,0.28,1.8094588823535382,0.15,4,0,nan
8621,0.9856584668159485,100,0.71,0.14,0.15,0.34,0.37,1.8675578000375554,0.11,4,0,nan
8624,0.9902800917625427,100,0.74,0.16,0.1,0.3,0.44,1.7974462894030223,0.12,4,0,nan
8630,0.9997682571411133,100,0.81,0.13,0.06,0.53,0.28,1.6258440572784887,0.14,5,2,nan
8632,0.9965134859085083,100,0.77,0.15,0.08,0.39,0.38,1.7623032799686074,0.09,6,1,nan
8647,0.9989088177680969,100,0.79,0.13,0.08,0.46,0.33,1.717310467241867,0.1,4,0,nan
8649,0.9610001444816589,100,0.62,0.12,0.26,0.29,0.33,1.9180818149962164,0.04,4,0,nan
8655,0.9946367144584656,100,0.7,0.16,0.14,0.24,0.46,1.8295970007273568,0.08,6,1,nan
8657,0.9774747490882874,100,0.75,0.14,0.11,0.35,0.4,1.8062687287508745,0.17,5,2,nan
8660,0.9628139138221741,100,0.75,0.13,0.12,0.29,0.46,1.7829505379566222,0.09,5,1,nan
8664,0.9667370915412903,100,0.62,0.18,0.2,0.36,0.26,1.9455967433017196,0.04,4,0,nan
8668,0.9502437710762024,100,0.67,0.16,0.17,0.33,0.34,1.914600081348762,0.04,5,1,nan
8671,0.9981096386909485,100,0.76,0.09,0.15,0.34,0.42,1.7780186667114442,0.14,6,1,nan
8673,0.9993554949760437,100,0.8,0.08,0.12,0.28,0.52,1.6633726580786887,0.1,5,1,nan
8679,0.9978634119033813,100,0.64,0.17,0.19,0.29,0.35,1.9378177346901517,0.09,5,1,nan
8680,0.9994128942489624,100,0.84,0.09,0.07,0.37,0.47,1.623893589529683,0.19,6,2,nan
8681,0.9763780236244202,100,0.69,0.17,0.14,0.41,0.28,1.873302117604559,0.06,4,0,nan
8686,0.997176468372345,100,0.77,0.17,0.06,0.46,0.31,1.7172504007127403,0.12,4,0,nan
8689,0.9836209416389465,100,0.71,0.09,0.2,0.36,0.35,1.8377552642174733,0.1,4,0,nan
8695,0.9986711740493774,100,0.57,0.21,0.22,0.2,0.37,1.9485112106307958,0.05,4,0,nan
8701,0.9948693513870239,100,0.56,0.19,0.25,0.26,0.3,1.981604409377523,0.03,5,2,nan
8709,0.9613341689109802,100,0.65,0.08,0.27,0.43,0.22,1.8056677635684806,0.07,5,1,nan
8710,0.9993197917938232,100,0.62,0.26,0.12,0.19,0.43,1.8511462908953185,0.04,4,0,nan
8714,0.984449028968811,100,0.57,0.25,0.18,0.22,0.35,1.9559816300404838,0.09,4,0,nan
8717,0.9972726106643677,100,0.62,0.17,0.21,0.45,0.17,1.860398271617716,0.06,5,1,nan
8726,0.9918020963668823,100,0.72,0.16,0.12,0.3,0.42,1.8368201934385513,0.13,3,0,nan
8731,0.9753034114837646,100,0.76,0.11,0.13,0.33,0.43,1.7843176444560882,0.15,4,0,nan
8735,0.9532346129417419,100,0.79,0.11,0.1,0.29,0.5,1.7003833187615274,0.08,4,0,nan
8738,0.9946056008338928,100,0.78,0.1,0.12,0.22,0.56,1.6482741677469859,0.12,5,2,nan
8740,0.990058183670044,100,0.56,0.31,0.13,0.34,0.22,1.9161858480711307,0.07,5,1,nan
8742,0.9977152943611145,100,0.67,0.19,0.14,0.42,0.25,1.8779829081216186,0.07,4,0,nan
8748,0.9675304293632507,100,0.69,0.12,0.19,0.27,0.42,1.8579615189826888,0.08,4,0,nan
8754,0.9993839263916016,100,0.66,0.25,0.09,0.16,0.5,1.735670797313873,0.04,4,0,nan
8755,0.9959673881530762,100,0.62,0.17,0.21,0.32,0.3,1.954533669296072,0.03,6,1,nan
8763,0.9961427450180054,100,0.66,0.21,0.13,0.3,0.36,1.9071721884310553,0.08,4,0,nan
8765,0.9993563294410706,100,0.74,0.1,0.16,0.33,0.41,1.8104169990042842,0.13,5,1,nan
8768,0.9997379779815674,100,0.7,0.12,0.18,0.45,0.25,1.830776248636535,0.12,4,0,nan
8770,0.9961654543876648,100,0.63,0.27,0.1,0.33,0.3,1.8911265166310067,0.07,3,0,nan
8773,0.9961967468261719,100,0.6,0.08,0.32,0.37,0.23,1.8359391945989003,0.07,3,0,nan
8778,0.9504033327102661,100,0.74,0.1,0.16,0.41,0.33,1.8104169990042844,0.11,6,1,nan
8785,0.9996519088745117,100,0.69,0.12,0.19,0.45,0.24,1.8348295686124736,0.13,4,0,nan
8795,0.9991433620452881,100,0.65,0.23,0.12,0.22,0.43,1.8588726391729655,0.05,4,0,nan
8800,0.99950110912323,100,0.8,0.13,0.07,0.23,0.57,1.6011176239053349,0.08,5,2,nan
8801,0.9993931651115417,100,0.7,0.12,0.18,0.48,0.22,1.8012172329822094,0.13,7,1,nan
8803,0.9556346535682678,100,0.85,0.08,0.07,0.37,0.48,1.5990615996018258,0.15,4,0,nan
8807,0.9961520433425903,100,0.59,0.14,0.27,0.41,0.18,1.879824052949493,0.07,6,1,nan
8810,0.9877573251724243,100,0.67,0.17,0.16,0.35,0.32,1.9137384508314286,0.14,3,0,nan
8813,0.9999803900718689,100,0.86,0.1,0.04,0.29,0.57,1.4981015836250897,0.17,5,2,nan
8814,0.9911065697669983,100,0.71,0.19,0.1,0.22,0.49,1.7722743730150499,0.09,4,0,nan
8816,0.9922217726707458,100,0.7,0.06,0.24,0.17,0.53,1.6577009156273246,0.04,4,0,nan
8817,0.9909493327140808,100,0.62,0.2,0.18,0.38,0.24,1.934280615255996,0.07,4,0,nan
8819,0.9989114999771118,100,0.73,0.11,0.16,0.4,0.33,1.8298974143813873,0.07,5,1,nan
8827,0.9996090531349182,100,0.68,0.15,0.17,0.21,0.47,1.8299104983488599,0.07,5,2,nan
8829,0.9842276573181152,100,0.68,0.16,0.16,0.44,0.24,1.8613152774012365,0.03,5,1,nan
8830,0.9812395572662354,100,0.67,0.1,0.23,0.35,0.32,1.8759950744621374,0.12,4,0,nan
8838,0.9669524431228638,100,0.66,0.24,0.1,0.26,0.4,1.8603868154412821,0.06,4,0,nan
8840,0.9994515180587769,100,0.74,0.08,0.18,0.22,0.52,1.707966079981535,0.08,5,1,nan
8841,0.9946351051330566,100,0.61,0.15,0.24,0.39,0.22,1.915049778803887,0.1,4,0,nan
8843,0.998220682144165,100,0.73,0.15,0.12,0.22,0.51,1.75361521984124,0.08,5,2,nan
8846,0.9533042311668396,100,0.74,0.11,0.15,0.17,0.57,1.6576691312968839,0.06,4,0,nan
8848,0.9925720691680908,100,0.59,0.23,0.18,0.2,0.39,1.927157955288246,0.02,6,2,nan
8854,0.9986956715583801,100,0.74,0.12,0.14,0.29,0.45,1.800482618664772,0.14,3,0,nan
8855,0.9681524634361267,100,0.63,0.17,0.2,0.48,0.15,1.8177862980972617,0.07,5,1,nan
8857,0.993108868598938,100,0.6,0.22,0.18,0.24,0.36,1.9506307327225931,0.07,4,0,nan
8865,0.9989497661590576,100,0.75,0.19,0.06,0.41,0.34,1.7553185242586444,0.13,4,0,nan
8869,0.9960405230522156,100,0.62,0.06,0.32,0.39,0.23,1.7870323244820654,0.07,3,0,nan
8871,0.9968457221984863,100,0.78,0.19,0.03,0.59,0.19,1.5113354605210412,0.06,5,3,nan
8872,0.9603883028030396,100,0.52,0.28,0.2,0.28,0.24,1.9869608142719164,0.06,4,0,nan
8874,0.9944962859153748,100,0.63,0.22,0.15,0.2,0.43,1.8790681808338667,0.06,5,3,nan
8875,0.9502081274986267,100,0.63,0.22,0.15,0.24,0.39,1.915049778803887,0.1,4,0,nan
8876,0.9987323880195618,100,0.63,0.21,0.16,0.15,0.48,1.8146539413037521,0.06,5,1,nan
8879,0.9973549842834473,100,0.71,0.15,0.14,0.4,0.31,1.860220817170506,0.05,4,0,nan
8880,0.9977201223373413,100,0.66,0.17,0.17,0.39,0.27,1.908992332809196,0.14,4,0,nan
8885,0.9956451058387756,100,0.75,0.1,0.15,0.5,0.25,1.7427376486136672,0.12,5,1,nan
8887,0.9955876469612122,100,0.57,0.18,0.25,0.23,0.34,1.962149026153199,0.07,4,0,nan
8893,0.9822962880134583,100,0.61,0.22,0.17,0.36,0.25,1.945775502699048,0.08,4,0,nan
8900,0.9659236669540405,100,0.67,0.21,0.12,0.33,0.34,1.8968866054912412,0.05,4,0,nan
8903,0.9860765337944031,100,0.67,0.18,0.15,0.26,0.41,1.8885254515637322,0.11,6,1,nan
8905,0.9916219115257263,100,0.68,0.18,0.14,0.23,0.45,1.8484868571855775,0.11,5,1,nan
8915,0.994027853012085,100,0.62,0.14,0.24,0.24,0.38,1.9158320452319428,0.07,4,0,nan
8924,0.9935087561607361,100,0.64,0.14,0.22,0.34,0.3,1.9279469998787842,0.11,4,0,nan
8925,0.9786580801010132,100,0.64,0.23,0.13,0.24,0.4,1.8932175383952474,0.08,4,0,nan
8927,0.9985448122024536,100,0.78,0.13,0.09,0.19,0.59,1.5996401496088068,0.1,5,1,nan
8935,0.9938678741455078,100,0.69,0.19,0.12,0.2,0.49,1.79096101953998,0.08,5,1,nan
8937,0.9985911846160889,100,0.73,0.13,0.14,0.52,0.21,1.7431540251114106,0.07,5,1,nan
8942,0.9542982578277588,100,0.7,0.12,0.18,0.43,0.27,1.8459607193225311,0.09,4,0,nan
8944,0.9925259351730347,100,0.62,0.22,0.16,0.28,0.34,1.9469844894732748,0.08,3,0,nan
8945,0.9998542070388794,100,0.72,0.14,0.14,0.42,0.3,1.840956315348961,0.08,5,2,nan
8955,0.9924813508987427,100,0.71,0.16,0.13,0.43,0.28,1.8434458037183516,0.13,4,0,nan
8959,0.9605439901351929,100,0.63,0.23,0.14,0.34,0.29,1.931855396181436,0.09,5,2,nan
8961,0.9934192299842834,100,0.71,0.18,0.11,0.5,0.21,1.7684174577941039,0.07,4,0,nan
8964,0.956896960735321,100,0.63,0.19,0.18,0.28,0.35,1.94485502785396,0.03,4,0,nan
8967,0.9901699423789978,100,0.58,0.26,0.16,0.34,0.24,1.951613496859848,0.11,4,0,nan
8969,0.952521800994873,100,0.74,0.16,0.1,0.33,0.41,1.8104169990042842,0.09,4,0,nan
8981,0.9969384670257568,100,0.67,0.2,0.13,0.23,0.44,1.8558442453453865,0.04,4,0,nan
8982,0.9889388680458069,100,0.64,0.13,0.23,0.33,0.31,1.9219288609150489,0.09,3,0,nan
8984,0.9990069270133972,100,0.76,0.15,0.09,0.19,0.57,1.6406758146754548,0.08,6,2,nan
8986,0.9844946265220642,100,0.65,0.17,0.18,0.15,0.5,1.7904393222739106,0.02,4,0,nan
8990,0.9892951846122742,100,0.78,0.13,0.09,0.36,0.42,1.751559458200263,0.12,5,1,nan
8993,0.9992505311965942,100,0.67,0.26,0.07,0.15,0.52,1.6749647757393626,0.05,4,0,nan
8995,0.9886049628257751,100,0.75,0.19,0.06,0.36,0.39,1.7591723463016646,0.17,4,0,nan
8998,0.9942167401313782,100,0.72,0.16,0.12,0.41,0.31,1.84126351157484,0.14,4,0,nan
9000,0.9582986235618591,100,0.73,0.07,0.2,0.42,0.31,1.7823815524662092,0.11,6,1,nan
9001,0.9996773600578308,100,0.68,0.1,0.22,0.43,0.25,1.8363305322201997,0.09,4,0,nan
9005,0.999207079410553,100,0.8,0.09,0.11,0.31,0.49,1.6910167817584303,0.08,5,1,nan
9012,0.9983254671096802,100,0.74,0.13,0.13,0.34,0.4,1.8232332590779805,0.15,4,0,nan
9019,0.9732915163040161,100,0.73,0.12,0.15,0.21,0.52,1.7410117881300005,0.07,5,3,nan
9021,0.9968326687812805,100,0.67,0.17,0.16,0.3,0.37,1.9094225827968998,0.09,4,0,nan
9023,0.9588991403579712,100,0.58,0.17,0.25,0.22,0.36,1.945775502699048,0.06,4,0,nan
9031,0.9976897835731506,100,0.78,0.13,0.09,0.39,0.39,1.754892045574021,0.15,5,2,nan
9032,0.9748364090919495,100,0.7,0.11,0.19,0.27,0.43,1.8390990140643022,0.08,4,0,nan
9035,0.9983017444610596,100,0.69,0.21,0.1,0.36,0.33,1.8634536615949266,0.15,3,0,nan
9042,0.9983057379722595,100,0.67,0.18,0.15,0.43,0.24,1.873551255478851,0.12,4,0,nan
9043,0.9991272687911987,100,0.67,0.15,0.18,0.38,0.29,1.9042091564782722,0.06,6,1,nan
9046,0.9596189260482788,100,0.62,0.11,0.27,0.42,0.2,1.850340149595934,0.04,4,0,nan
9055,0.9841485023498535,100,0.7,0.2,0.1,0.38,0.32,1.8530653061999534,0.15,4,0,nan
9061,0.9995291233062744,100,0.8,0.14,0.06,0.54,0.26,1.625975172758434,0.15,5,1,nan
9071,0.9970079064369202,100,0.65,0.18,0.17,0.46,0.19,1.8504562791620436,0.07,4,0,nan
9072,0.9963277578353882,100,0.76,0.12,0.12,0.32,0.44,1.7813152774012364,0.14,4,0,nan
9073,0.9907124638557434,100,0.75,0.17,0.08,0.34,0.41,1.7826538188436372,0.08,5,2,nan
9077,0.9590334296226501,100,0.83,0.11,0.06,0.36,0.47,1.6363912008736303,0.12,5,1,nan
9083,0.9596846103668213,100,0.73,0.12,0.15,0.3,0.43,1.8222660771424506,0.08,5,1,nan
9087,0.9951062798500061,100,0.61,0.14,0.25,0.32,0.29,1.941047964655983,0.09,5,1,nan
9089,0.9982866048812866,100,0.65,0.14,0.21,0.3,0.35,1.921123607289827,0.1,4,0,nan
9090,0.9837234616279602,100,0.7,0.12,0.18,0.35,0.35,1.8725760775670932,0.06,5,1,nan
9091,0.9980918169021606,100,0.7,0.14,0.16,0.3,0.4,1.8699880840491598,0.1,4,0,nan
9092,0.992434561252594,100,0.59,0.2,0.21,0.43,0.16,1.8837900674918104,0.07,4,0,nan
9093,0.9625212550163269,100,0.79,0.1,0.11,0.38,0.41,1.7403171252339087,0.13,5,1,nan
9103,0.9652937650680542,100,0.52,0.28,0.2,0.3,0.22,1.980269057838362,0.01,4,0,nan
9104,0.9969863891601562,100,0.7,0.19,0.11,0.33,0.37,1.8640646794993394,0.08,6,1,nan
9106,0.9807307124137878,100,0.63,0.18,0.19,0.34,0.29,1.947611607348716,0.05,4,0,nan
9109,0.9989936947822571,100,0.65,0.18,0.17,0.23,0.42,1.8932084390423585,0.06,5,1,nan
9111,0.9972574710845947,100,0.77,0.11,0.12,0.3,0.47,1.750399272667038,0.16,5,1,nan
9114,0.997235894203186,100,0.69,0.16,0.15,0.36,0.33,1.891999540525925,0.14,3,0,nan
9116,0.9993876814842224,100,0.69,0.13,0.18,0.45,0.24,1.8404876326353354,0.12,7,1,nan
9120,0.9914306402206421,100,0.62,0.18,0.2,0.22,0.4,1.9190378764824856,0.06,5,1,nan
9121,0.9585059285163879,100,0.61,0.23,0.16,0.37,0.24,1.9355481944258228,0.06,4,0,nan
9122,0.9695214629173279,100,0.65,0.09,0.26,0.47,0.18,1.7752053523801268,0.1,7,2,nan
9125,0.9980251789093018,100,0.69,0.22,0.09,0.28,0.41,1.8348322834751678,0.1,4,0,nan
9130,0.9662593603134155,100,0.68,0.09,0.23,0.46,0.22,1.7962302338653722,0.11,4,0,nan
9132,0.9980148077011108,100,0.72,0.16,0.12,0.26,0.46,1.810707863185276,0.11,4,0,nan
9137,0.9998786449432373,100,0.65,0.23,0.12,0.22,0.43,1.8588726391729655,0.06,4,0,nan
9143,0.996675431728363,100,0.59,0.23,0.18,0.27,0.32,1.969030814037859,0.07,4,0,nan
9145,0.9915688037872314,100,0.75,0.15,0.1,0.28,0.47,1.7689136524800921,0.11,5,1,nan
9147,0.9854761958122253,100,0.79,0.11,0.1,0.52,0.27,1.6830776232183815,0.12,5,3,nan
9154,0.9991549849510193,100,0.66,0.24,0.1,0.16,0.5,1.7493442852255487,0.05,4,0,nan
